,Date,Oil,Min,Max,Diff,Refil
344,2021-12-10,8.2175,8.03,8.41,0.15388888888888985,False
345,2021-12-11,8.041875,7.9,8.28,0.17562500000000014,False
346,2021-12-12,7.861215277777777,7.65,8.03,0.18065972222222193,False
347,2021-12-13,7.665590277777778,7.52,7.9,0.19562499999999972,False
348,2021-12-14,7.525243055555555,7.4,7.77,0.14034722222222218,False
349,2021-12-15,7.397951388888889,7.27,7.52,0.12729166666666636,False
350,2021-12-16,7.243888888888888,7.15,7.4,0.1540625000000011,False
351,2021-12-17,7.101944444444444,7.02,7.27,0.14194444444444354,False
352,2021-12-18,6.956423611111111,6.77,7.15,0.14552083333333332,False
353,2021-12-19,6.768888888888889,6.65,7.02,0.1875347222222219,False
354,2021-12-20,6.6120833333333335,6.53,6.77,0.15680555555555564,False
355,2021-12-21,6.455625,6.28,6.65,0.15645833333333314,False
356,2021-12-22,6.255833333333333,6.16,6.4,0.19979166666666703,False
357,2021-12-23,6.0808333333333335,5.92,6.16,0.17499999999999982,False
358,2021-12-24,5.923333333333334,5.8,6.04,0.15749999999999975,False
359,2021-12-25,5.82125,5.68,5.92,0.10208333333333375,False
360,2021-12-26,5.690833333333333,5.56,5.8,0.13041666666666707,False
361,2021-12-27,5.517083333333334,5.44,5.68,0.17374999999999918,False
362,2021-12-28,5.38,5.32,5.44,0.1370833333333339,False
363,2021-12-29,5.242083333333333,5.08,5.44,0.13791666666666647,False
364,2021-12-30,5.095833333333334,4.96,5.2,0.14624999999999932,False
365,2021-12-31,4.9710069444444445,4.85,5.08,0.12482638888888964,False
366,2022-01-01,4.96,4.96,4.96,0.0110069444444445,False
